ID,Month,Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,act_shrink%,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_pdn_m/c,Rej_and_cut_Piece,Total_pdn_per_order,warp_count,weft_count,epi,ppi
13056-5,March,50x50/140x96,2065,8.3,2509.812,10.1,20.91041082,TOTAL,2251.908397,2290.511766,1985.0,0,1786,50,50,140,96
13056-6,March,80/2x40/140x88,8885,6.0,2187.2,9.0,49.89027067,906,9452.12766,9497.94575,1096.0,0,0,double_80,40,140,88
13056-6,March,80/2x40/140x88,8885,6.0,2241.88,9.0,80.73045837,357,9452.12766,9497.94575,432.0,0,0,double_80,40,140,88
13056-6,March,80/2x40/140x88,8885,6.0,4429.08,9.0,65.50073604,TOTAL,9452.12766,9497.94575,1528.0,0,1120,double_80,40,140,88
13059-3,March,40x40/110x90,800,12.0,1044.388,14.0,17.7508742,859,909.0909091,966.6079485,859.0,0,0,40,40,110,90
13059-3,March,40x40/110x90,800,12.0,1044.388,14.0,na,,909.0909091,966.6079485,,0,0,40,40,110,90
13059-3,March,40x40/110x90,800,12.0,1044.388,14.0,17.7508742,TOTAL,909.0909091,966.6079485,859.0,13,781,40,40,110,90
13061-1,March,40x40/120x80,3342,7.2,3313.608,12.6,60.40569675,1108,3601.293103,3767.806015,1312.0,0,0,40,40,120,80
13061-1,March,40x40/120x80,3342,7.2,3313.608,12.6,na,,3601.293103,3767.806015,,0,0,40,40,120,80
13061-1,March,40x40/120x80,3342,7.2,3313.608,12.6,60.40569675,TOTAL,3601.293103,3767.806015,1312.0,0,661,40,40,120,80
13061-2,March,40x40/120x80,3777,7.2,2351.24,12.7,11.57857131,2079,4070.043103,4263.107296,2079.0,0,0,40,40,120,80
13061-2,March,40x40/120x80,3777,7.2,2351.24,12.7,15.44886953,1988,4070.043103,4263.107296,1988.0,0,0,40,40,120,80
13061-2,March,40x40/120x80,3777,7.2,4702.48,12.7,13.51372042,TOTAL,4070.043103,4263.107296,4067.0,80,4124,40,40,120,80
13064-2,March,40x40/110x70,16740,7.0,3915.088,10.0,59.97535688,1393,18000.0,18288.22238,1567.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,3499.52,10.0,95.22791697,0,18000.0,18288.22238,167.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,3171.44,10.0,86.31536463,226,18000.0,18288.22238,434.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,3368.288,10.0,95.57638777,0,18000.0,18288.22238,149.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,3116.76,10.0,47.18874729,1424,18000.0,18288.22238,1646.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,3258.928,10.0,95.94958833,0,18000.0,18288.22238,132.0,0,0,40,40,110,70
13064-2,March,40x40/110x70,16740,7.0,20330.024,10.0,79.85737744,TOTAL,18000.0,18288.22238,4095.0,0,3274,40,40,110,70
13064-3,March,40x40/110x70,10649,7.0,3040.208,10.0,74.17939825,582,11450.53763,11633.8877,785.0,0,0,40,40,110,70
13064-3,March,40x40/110x70,10649,7.0,2952.72,10.0,79.30721504,388,11450.53763,11633.8877,611.0,0,0,40,40,110,70
13064-3,March,40x40/110x70,10649,7.0,5992.928,10.0,76.70587733,TOTAL,11450.53763,11633.8877,1396.0,0,762,40,40,110,70
13064-4,March,40x40/110x70,9136,7.0,2810.552,10.0,17.95206066,2306,9823.655914,9980.955777,2306.0,0,0,40,40,110,70
13064-4,March,40x40/110x70,9136,7.0,2734.0,10.0,57.90051207,965,9823.655914,9980.955777,1151.0,0,0,40,40,110,70
13064-4,March,40x40/110x70,9136,7.0,2734.0,10.0,36.53986832,1504,9823.655914,9980.955777,1735.0,0,0,40,40,110,70
13064-4,March,40x40/110x70,9136,7.0,2816.02,10.0,16.22928814,2359,9823.655914,9980.955777,2359.0,0,0,40,40,110,70
13064-4,March,40x40/110x70,9136,7.0,11094.572,10.0,31.93969087,TOTAL,9823.655914,9980.955777,7551.0,20,7059,40,40,110,70
13064-5,March,40x40/110x70,15136,7.0,3280.8,10.0,49.37210436,1431,16275.26882,16535.87419,1661.0,0,0,40,40,110,70
13064-5,March,40x40/110x70,15136,7.0,3171.44,10.0,91.10814015,45,16275.26882,16535.87419,282.0,0,0,40,40,110,70
13064-5,March,40x40/110x70,15136,7.0,3155.036,10.0,48.49504094,1383,16275.26882,16535.87419,1625.0,0,0,40,40,110,70
13064-5,March,40x40/110x70,15136,7.0,3280.8,10.0,98.78078517,0,16275.26882,16535.87419,40.0,0,0,40,40,110,70
13064-5,March,40x40/110x70,15136,7.0,12888.076,10.0,72.00513094,TOTAL,16275.26882,16535.87419,3608.0,3,2393,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2624.64,10.0,18.96031456,1900,16275.26882,16535.87419,2127.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2569.96,10.0,42.56719949,1229,16275.26882,16535.87419,1476.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2187.2,10.0,81.07168983,173,16275.26882,16535.87419,414.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2088.776,10.0,98.89887666,0,16275.26882,16535.87419,23.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,1771.632,10.0,74.09168495,244,16275.26882,16535.87419,459.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2515.28,10.0,44.93654782,1169,16275.26882,16535.87419,1385.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,2515.28,10.0,32.73114723,1451,16275.26882,16535.87419,1692.0,0,0,40,40,110,70
13064-6,March,40x40/110x70,15136,7.0,16272.768,10.0,53.44369194,TOTAL,16275.26882,16535.87419,7576.0,37,5572,40,40,110,70
13066-1,March,40x40/120x100,3600,8.2,2230.944,12.1,80.05328686,289,3921.568627,4079.551715,445.0,0,0,40,40,120,100
13066-1,March,40x40/120x100,3600,8.2,2230.944,12.1,na,,3921.568627,4079.551715,,0,0,40,40,120,100
13066-1,March,40x40/120x100,3600,8.2,2230.944,12.1,80.05328686,TOTAL,3921.568627,4079.551715,445.0,10,38,40,40,120,100
13067-1,March,40x40/130x80,1100,11.7,1452.3008,15.6,25.42867153,898,1245.753114,1349.680687,1083.0,0,0,40,40,130,80
13067-1,March,40x40/130x80,1100,11.7,1452.3008,15.6,na,,1245.753114,1349.680687,,0,0,40,40,130,80
13067-1,March,40x40/130x80,1100,11.7,1452.3008,15.6,25.42867153,TOTAL,1245.753114,1349.680687,1083.0,0,572,40,40,130,80
13067-5,March,40x40/120x80,2150,9.0,2734.0,13.3,95.72055596,0,2362.637363,2491.836073,117.0,0,0,40,40,120,80
13067-5,March,40x40/120x80,2150,9.0,2734.0,13.3,na,,2362.637363,2491.836073,,0,0,40,40,120,80
13067-5,March,40x40/120x80,2150,9.0,2734.0,13.3,95.72055596,TOTAL,2362.637363,2491.836073,117.0,0,0,40,40,120,80
13068-1,March,40x40/110x90,8450,7.0,3865.876,15.0,71.41656897,934,9086.021505,9774.540111,1105.0,0,0,40,40,110,90
13068-1,March,40x40/110x90,8450,7.0,2362.176,15.0,96.10528597,0,9086.021505,9774.540111,92.0,0,0,40,40,110,90
13068-1,March,40x40/110x90,8450,7.0,2296.56,15.0,56.93559062,805,9086.021505,9774.540111,989.0,0,0,40,40,110,90
13068-1,March,40x40/110x90,8450,7.0,8524.612,15.0,74.35660415,TOTAL,9086.021505,9774.540111,2186.0,0,1373,40,40,110,90
SF-13012,March,40x40/110x90,8450,6.5,142.168,14.0,26.84711046,104,9037.433155,9609.220193,104.0,0,0,40,40,110,90
SF-13012,March,40x40/110x90,8450,6.5,142.168,14.0,na,,9037.433155,9609.220193,,0,0,40,40,110,90
SF-13012,March,40x40/110x90,8450,6.5,142.168,14.0,26.84711046,TOTAL,9037.433155,9609.220193,104.0,0,24,40,40,110,90
SF-13022,March,40x40/110x90,8450,6.5,158.572,14.0,24.95522539,119,9037.433155,9609.220193,119.0,0,0,40,40,110,90
SF-13022,March,40x40/110x90,8450,6.5,158.572,14.0,na,,9037.433155,9609.220193,,0,0,40,40,110,90
SF-13022,March,40x40/110x90,8450,6.5,158.572,14.0,24.95522539,TOTAL,9037.433155,9609.220193,119.0,0,0,40,40,110,90
SF-12263,March,40x40/110x90,8450,6.5,136.7,14.0,19.53182151,110,9037.433155,9609.220193,110.0,0,0,40,40,110,90
SF-12263,March,40x40/110x90,8450,6.5,136.7,14.0,na,,9037.433155,9609.220193,,0,0,40,40,110,90
SF-12263,March,40x40/110x90,8450,6.5,136.7,14.0,19.53182151,TOTAL,9037.433155,9609.220193,110.0,0,0,40,40,110,90
SF-11037,March,50x50/120x90,8450,6.5,180.444,14.0,29.61805325,127,9037.433155,9609.220193,127.0,0,0,50,50,120,90
SF-11037,March,50x50/120x90,8450,6.5,180.444,14.0,na,,9037.433155,9609.220193,,0,0,50,50,120,90
SF-11037,March,50x50/120x90,8450,6.5,180.444,14.0,29.61805325,TOTAL,9037.433155,9609.220193,127.0,0,0,50,50,120,90
13025-1,March,40x40/110x90,88680,7.0,3247.992,14.5,14.5933857,2774,95354.83871,101980.7307,2774.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,18.33911135,2054,21294.11765,22641.36971,2054.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3226.12,14.0,14.0143578,2774,21294.11765,22641.36971,2774.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2575.428,14.0,17.41178554,2127,21294.11765,22641.36971,2127.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,17.26155942,2624,21294.11765,22641.36971,2624.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2876.168,14.0,17.07716656,2385,21294.11765,22641.36971,2385.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,15.81111419,2670,21294.11765,22641.36971,2670.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3237.056,14.0,17.33229206,2676,21294.11765,22641.36971,2676.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3062.08,14.0,16.42935521,2559,21294.11765,22641.36971,2559.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2362.176,14.0,18.46500853,1926,21294.11765,22641.36971,1926.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3237.056,14.0,17.39407659,2674,21294.11765,22641.36971,2674.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,17.62348526,2072,21294.11765,22641.36971,2072.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,17.10664419,2085,21294.11765,22641.36971,2085.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2526.216,14.0,12.0819439,2221,21294.11765,22641.36971,2221.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,251.528,14.0,18.10056932,206,21294.11765,22641.36971,206.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2580.896,14.0,16.65685095,2151,21294.11765,22641.36971,2151.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,16.44174255,2650,21294.11765,22641.36971,2650.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,18.05319927,2106,21294.11765,22641.36971,2106.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3182.376,14.0,27.34987946,2312,21294.11765,22641.36971,2312.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,0.0,14.0,na,332,21294.11765,22641.36971,332.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3226.12,14.0,18.75689683,2621,21294.11765,22641.36971,2621.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2559.024,14.0,18.09377325,2096,21294.11765,22641.36971,2096.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,18.24775483,2101,21294.11765,22641.36971,2101.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3258.928,14.0,17.58025952,2686,21294.11765,22641.36971,2686.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,17.90178429,2065,21294.11765,22641.36971,2065.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,0.0,14.0,na,582,21294.11765,22641.36971,663.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,1749.76,14.0,59.53730797,708,21294.11765,22641.36971,708.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2580.896,14.0,10.03124496,2322,21294.11765,22641.36971,2322.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,16.4578437,2147,21294.11765,22641.36971,2147.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2296.56,14.0,16.13543735,1926,21294.11765,22641.36971,1926.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3357.352,14.0,15.08188596,2851,21294.11765,22641.36971,2851.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,16.63093106,2644,21294.11765,22641.36971,2644.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,18.02105531,2062,21294.11765,22641.36971,2062.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,15.87417703,2116,21294.11765,22641.36971,2116.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2526.216,14.0,16.51545236,2109,21294.11765,22641.36971,2109.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3280.8,14.0,16.14850037,2751,21294.11765,22641.36971,2751.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3182.376,14.0,16.35180758,2662,21294.11765,22641.36971,2662.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,16.26328814,2152,21294.11765,22641.36971,2152.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3220.652,14.0,15.79344803,2712,21294.11765,22641.36971,2712.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,17.23606593,2127,21294.11765,22641.36971,2127.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,17.58372825,2073,21294.11765,22641.36971,2073.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,15.4642686,2681,21294.11765,22641.36971,2681.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3226.12,14.0,14.44831562,2760,21294.11765,22641.36971,2760.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,16.06336554,2662,21294.11765,22641.36971,2662.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3280.8,14.0,18.1906852,2684,21294.11765,22641.36971,2684.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3204.248,14.0,16.98520214,2660,21294.11765,22641.36971,2660.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3171.44,14.0,16.63093106,2644,21294.11765,22641.36971,2644.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,3280.8,14.0,16.94099,2725,21294.11765,22641.36971,2725.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,656.16,14.0,14.6549622,560,21294.11765,22641.36971,560.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2569.96,14.0,15.4461548,2173,21294.11765,22641.36971,2173.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2515.28,14.0,16.94761617,2089,21294.11765,22641.36971,2089.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,2816.02,14.0,18.39546594,2298,21294.11765,22641.36971,2298.0,0,0,40,40,110,90
13050-1,March,40x40/110x90,19910,6.5,137810.004,14.0,16.61853518,TOTAL,21294.11765,22641.36971,114908.0,722,118384,40,40,110,90
13038-1(A),March,40x40/100x70,365,17.5,503.056,15.0,18.29935435,317,442.4242424,475.9501726,411.0,0,0,40,40,100,70
13038-1(A),March,40x40/100x70,365,17.5,503.056,15.0,na,,442.4242424,475.9501726,,0,0,40,40,100,70
13038-1(A),March,40x40/100x70,365,17.5,503.056,15.0,18.29935435,TOTAL,442.4242424,475.9501726,411.0,31,31,40,40,100,70
13042-4,March,40x40/110x70,18329,7.0,2843.36,10.0,18.33605312,2322,19708.60215,20024.18328,2322.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,3012.868,10.0,16.491529,2516,19708.60215,20024.18328,2516.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,2602.768,10.0,16.4351183,2175,19708.60215,20024.18328,2175.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,2624.64,10.0,15.87417703,2208,19708.60215,20024.18328,2208.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,1388.872,10.0,94.74393609,0,19708.60215,20024.18328,73.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,2591.832,10.0,15.88961013,2113,19708.60215,20024.18328,2180.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,3280.8,10.0,18.76981224,2665,19708.60215,20024.18328,2665.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,0.0,10.0,na,963,19708.60215,20024.18328,963.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,2578.7088,10.0,99.22441805,20,19708.60215,20024.18328,20.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,2624.64,10.0,17.43629603,2167,19708.60215,20024.18328,2167.0,0,0,40,40,110,70
13042-4,March,40x40/110x70,18329,7.0,23548.4888,10.0,26.58127599,TOTAL,19708.60215,20024.18328,17289.0,17,17817,40,40,110,70
13044-1,March,40x40/110x90,68100,6.5,2405.92,14.0,15.87417703,2024,72834.2246,77442.35446,2024.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2405.92,14.0,17.24579371,1991,72834.2246,77442.35446,1991.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2427.792,14.0,16.01422198,2039,72834.2246,77442.35446,2039.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2405.92,14.0,17.16266543,1993,72834.2246,77442.35446,1993.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2460.6,14.0,23.0675445,1750,72834.2246,77442.35446,1893.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2460.6,14.0,15.99609851,2067,72834.2246,77442.35446,2067.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,1110.004,14.0,17.65795439,914,72834.2246,77442.35446,914.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2734.0,14.0,54.97439649,1048,72834.2246,77442.35446,1231.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2777.744,14.0,37.71924267,1730,72834.2246,77442.35446,1730.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2449.664,14.0,17.53971157,2020,72834.2246,77442.35446,2020.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2187.2,14.0,17.24579371,1810,72834.2246,77442.35446,1810.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2110.648,14.0,45.08795403,978,72834.2246,77442.35446,1159.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2405.92,14.0,18.11864069,1970,72834.2246,77442.35446,1970.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2668.384,14.0,28.72090374,1798,72834.2246,77442.35446,1902.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,448.376,14.0,21.0484058,354,72834.2246,77442.35446,354.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2515.28,14.0,17.38494323,2078,72834.2246,77442.35446,2078.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2427.792,14.0,17.1675333,2011,72834.2246,77442.35446,2011.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,1640.4,14.0,23.12850524,1129,72834.2246,77442.35446,1261.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2405.92,14.0,17.28735785,1990,72834.2246,77442.35446,1990.0,0,0,40,40,110,90
13044-1,March,40x40/110x90,68100,6.5,2925.38,14.0,14.26754815,2508,72834.2246,77442.35446,2508.0,0,0,40,40,110,90
